FamilySupportScore,WorkFamilyConflict,Sleep,JobStress,Role
31.14177803,28.01775368,6.294274294,32.59966763,MANAGER
38.04203079,24.72551106,8.769658401,30.22924251,IC Role
19.91773196,17.76915246,8.743764202,37.37252094,IC Role
12.05612994,35.91480913,9.062092674,38.31027129,IC Role
29.54322819,29.34302652,8.174519211,22.42657345,IC Role
22.58899448,33.17438277,9.437147995,32.97682885,IC Role
22.45794309,13.17821911,8.200880067,29.97917695,IC Role
24.36105693,32.85567266,10.03298463,25.2081814,IC Role
20.27517251,20.85127358,8.329944492,27.39484362,IC Role
35.50289429,24.11242171,6.76210919,41.94315919,MANAGER
25.24134045,34.26635418,6.900822706,26.33082125,MANAGER
,24.13916078,5.894742347,17.07790501,MANAGER
35.11436169,25.29581875,6.580244458,27.93030922,MANAGER
46.83511346,9.629901172,7.628620718,28.93746613,IC Role
40.91881555,18.64764815,8.035116725,18.21886059,IC Role
37.58732816,21.6335958,7.565328067,22.08470265,IC Role
36.10867235,14.91813103,8.450322428,34.29983196,IC Role
24.08138395,30.93819548,7.889214878,18.68493858,IC Role
31.56319492,19.48672279,10.06957554,26.03342699,IC Role
25.81657127,27.23707748,9.167588101,27.72841543,IC Role
20.90366575,34.94853104,9.54305667,20.13965637,IC Role
35.59278279,25.94832872,6.275927331,29.44109625,IC Role
30.87117295,28.49030722,7.318950613,29.33384137,IC Role
27.25930218,38.64934004,6.563685949,22.5330407,IC Role
28.2818543,26.02824973,6.573686129,30.23829518,IC Role
31.50770854,13.22181426,6.03337029,17.47239804,IC Role
33.65787807,18.58889577,8.530660832,24.9347832,IC Role
26.43946004,21.52477132,6.511344603,17.18625236,IC Role
32.11460515,26.69263654,8.858939179,31.40394694,IC Role
23.9689308,21.86449851,8.033518201,36.14215909,IC Role
34.98775079,28.17156046,8.717350557,31.05870427,IC Role
32.88045889,29.84217672,8.013267116,23.88511069,IC Role
42.4840701,39.39616141,7.283660345,27.05261963,IC Role
24.92462796,22.33598596,8.976635285,18.16808877,IC Role
34.60348395,32.57397365,7.472869742,26.71045551,IC Role
33.5958349,10.66094997,7.858986051,26.80045396,IC Role
37.26700516,15.11908491,7.547611099,19.23472155,IC Role
34.2384302,29.41280704,7.559091096,23.25812014,IC Role
33.11585253,19.07291004,6.414165514,25.62521336,IC Role
32.88707357,31.86500836,7.307935675,30.20816967,IC Role
30.20640986,21.58015726,7.401391432,19.67339537,IC Role
31.40208953,18.14769325,7.567388778,22.02556645,IC Role
35.15102841,20.62111772,4.963260797,24.62524988,IC Role
39.08834824,13.87998464,5.133387571,27.07975014,IC Role
32.96167831,21.51717373,5.274243319,17.47385612,IC Role
31.90636334,33.79399165,8.19457207,33.50082875,IC Role
39.97014381,19.82048168,7.340570899,25.53125666,IC Role
32.91105692,34.28895461,8.096340421,29.66278047,IC Role
29.85314698,19.45209034,8.473649539,20.49025217,IC Role
34.89369471,13.22412001,8.111530199,31.42507113,IC Role
36.05636598,24.55602603,9.545374778,38.07506286,IC Role
27.76956609,25.38377061,7.197909834,31.37139145,IC Role
34.74050066,27.3045328,10.26717304,24.246802,IC Role
27.35198761,17.40291211,7.823245332,19.89843597,IC Role
45.31461839,29.04687308,9.185978765,25.65129936,IC Role
41.06984365,20.81255961,11.02541883,18.81877429,IC Role
22.59292042,30.08535949,6.011495794,29.50167253,MANAGER
29.00717423,28.33350229,7.828428787,28.48134356,MANAGER
25.1497215,29.06666968,5.835536641,33.48360265,MANAGER
29.58972802,29.82807997,5.58296064,36.21656932,MANAGER
44.10446959,10.68945327,5.850741743,38.55956955,IC Role
30.50976,13.71786189,7.373302479,35.33069522,IC Role
38.91356903,12.08367724,8.500268299,29.19938059,IC Role
38.82881116,28.03169651,6.996556669,36.56643788,IC Role
25.91171331,22.82362111,8.871315789,43.5979026,MANAGER
35.27264154,25.02036342,9.351838603,28.75007409,MANAGER
,28.92989425,7.054462744,32.00175754,MANAGER
35.69801106,19.3258605,7.020781942,30.02490602,MANAGER
27.49458785,20.17364615,8.469968067,28.92287892,IC Role
30.47533676,34.89916278,9.431186573,24.86982103,IC Role
27.9492725,25.65079295,9.776249922,21.36447309,IC Role
31.95038752,10.2388551,6.88587109,18.80652656,IC Role
28.6923691,15.10706211,5.763743902,19.23805728,MANAGER
37.47988507,10.15240497,3.630707982,25.78164772,MANAGER
24.36820094,19.18250643,5.475822241,24.15029272,MANAGER
27.71870641,23.47818232,6.082811256,27.12708044,MANAGER
36.07151309,27.3712656,7.091830279,28.23592292,IC Role
32.72965131,11.4751191,7.416629492,22.79645549,IC Role
23.96047673,14.12599509,7.184780805,22.45443575,IC Role
36.51519771,19.65857598,8.116088434,29.70149611,IC Role
35.98934709,19.0661341,5.969071438,20.70616284,MANAGER
22.73736976,17.18119768,7.011517304,27.8117578,MANAGER
29.51998143,25.20413459,8.32663625,32.72549477,MANAGER
29.2977689,19.23038153,7.011762543,18.82935102,MANAGER
37.55662747,19.99337372,7.010235354,34.09935877,MANAGER
35.37178988,18.63847591,8.426194296,31.71166783,MANAGER
36.70351842,28.05906068,8.686618749,37.98497611,MANAGER
36.19412961,17.55886972,8.301801888,31.47360929,MANAGER
26.32439393,20.94318307,6.53876334,22.11721647,IC Role
37.82990693,12.54032105,7.077841408,21.98562439,IC Role
35.29856627,11.80959394,6.300184488,18.45405425,MANAGER
23.75259573,23.6067593,6.056569047,25.21378289,MANAGER
32.83099471,14.43204651,4.249039993,20.81200054,MANAGER
23.37450714,20.77357043,8.737905139,38.18742029,MANAGER
42.06568294,22.32407351,7.188454554,28.76175185,IC Role
38.88614881,19.49648308,7.893573829,24.13026249,IC Role
41.35575529,16.08517964,8.309114687,42.06246349,IC Role
44.34037734,16.08005845,9.783333555,21.7993193,IC Role
20.64289418,19.08818082,6.870830187,22.50108409,IC Role
34.05926743,24.08876271,5.92828721,19.78411317,IC Role
28.30431446,26.86199914,7.436108309,15.58782146,IC Role
31.02491352,17.77360038,7.63676621,25.86807793,IC Role
36.39516393,19.52813228,8.038023521,20.45465878,IC Role
35.5795348,31.15647779,8.021758852,35.18544057,IC Role
24.92555898,26.07001494,6.374121908,34.54113278,IC Role
37.4147173,30.05414179,7.065716937,26.85076799,IC Role
34.48730064,23.37982383,5.176069598,27.13689746,IC Role
31.14872536,20.78511165,10.06059913,26.61413514,IC Role
24.497586,19.53893395,8.856856219,30.04969306,IC Role
38.6613802,35.97537732,6.065409036,19.49648464,IC Role
31.55354362,21.60544228,6.958096059,21.55645019,IC Role
21.66486685,28.15345628,9.205235417,39.69080223,IC Role
39.68174885,12.48403004,7.797539718,21.28654617,IC Role
33.4638832,16.9495548,7.992147755,26.0688999,IC Role
37.12893127,15.09564516,10.27810272,24.01277301,IC Role
34.58750145,24.69653798,11.74826693,24.84823826,IC Role
41.52663275,19.42517905,10.35742854,26.44339046,IC Role
31.06796849,27.5449524,10.75061441,35.07219174,IC Role
31.45270973,32.22367296,10.0272764,25.76259541,IC Role
32.49806213,24.29252627,5.810203401,25.32879377,IC Role
42.70777859,17.5363861,6.439104079,36.63226027,IC Role
28.78684895,18.87166985,6.427208281,24.29539412,IC Role
38.03713839,24.27520707,8.473299643,33.35518953,IC Role
24.23240691,25.35999312,8.772798427,19.95673458,IC Role
19.70263847,20.71752372,9.677384405,23.78585832,IC Role
27.52498438,11.13676343,7.346389848,27.89460257,IC Role
39.46240752,18.13830907,6.543867663,32.92717096,IC Role
32.3129454,13.14444548,8.625315133,29.93894395,IC Role
31.08582486,22.70153092,7.046622035,26.49182178,IC Role
33.21855506,11.29496938,8.502629101,28.1239066,IC Role
33.21319977,31.22602863,8.528171482,23.00261527,IC Role
38.96198264,26.92830768,9.55828685,28.26786986,IC Role
24.12794399,15.65033635,8.934820403,29.42466265,IC Role
35.66116479,21.60962168,10.10963091,17.8442721,IC Role
27.36195486,27.27264771,8.89122087,20.40607487,MANAGER
22.68641268,25.85743494,7.529832049,24.40290414,MANAGER
29.32193519,24.40528303,9.913807106,32.70353116,MANAGER
23.78255371,14.25547529,10.52346841,21.15043478,MANAGER
38.86815176,21.47780879,6.287546076,25.97967036,IC Role
29.83246469,34.82558011,3.400714528,31.2018174,MANAGER
39.22239302,22.37823349,5.847951414,31.69737136,MANAGER
32.16546851,21.228665,4.730756174,20.91284967,MANAGER
31.40398716,25.2278088,4.565363684,20.07102013,MANAGER
21.06463599,25.35909929,8.68799422,23.50537104,IC Role
37.28099082,33.36969329,7.057571737,19.21361741,IC Role
39.07445607,29.47312259,9.414157774,29.48915427,IC Role
29.6768432,10.02914119,7.196725454,21.76617833,IC Role
48.30636591,28.27278431,4.988015492,24.21123865,IC Role
31.67666197,13.18327203,8.993884738,26.28015484,IC Role
30.94017785,23.30494508,8.173361827,22.32230825,IC Role
35.98747233,20.79977671,6.832076769,26.54741938,IC Role
30.3506591,37.50697228,9.078086085,31.39762803,IC Role
34.60365676,27.81020173,8.127059862,25.99447036,IC Role
28.95278328,27.51020205,3.770615258,18.12878684,IC Role
33.83732877,21.68823511,5.411579615,26.72449736,IC Role
41.97948224,28.6941066,7.608607853,17.92363724,IC Role
35.4789344,12.12500061,9.042615393,24.67900124,IC Role
45.24372541,27.19769677,7.51291984,23.95936465,IC Role
25.27327189,23.82916415,8.047332824,32.94116804,MANAGER
30.73657505,18.71882606,7.059954699,23.50365851,MANAGER
35.78497428,30.10220315,9.015702905,22.98029845,MANAGER
32.16514287,24.24295805,8.347484977,26.34484838,MANAGER
34.29070442,24.54956314,10.34236462,28.91562185,IC Role
20.74148463,33.90989213,8.58716705,22.12064609,IC Role
33.37158797,18.61434289,8.920980083,28.39437008,IC Role
22.25368252,32.22180518,10.97933738,26.14719093,IC Role
34.37455097,31.4373702,8.439358494,30.48090642,IC Role
41.14151167,25.23126416,4.808302555,31.15836408,IC Role
32.99234973,21.97043264,5.445336348,29.33771285,IC Role
30.5656555,29.20128338,5.636490981,32.42377727,IC Role
22.13380773,25.108167,6.462574426,36.02858809,MANAGER
32.64295841,33.08609371,8.144161887,29.92589431,MANAGER
29.59215862,13.64186428,8.97786261,30.61087279,MANAGER
23.47908654,30.7893201,8.549072021,35.25062982,MANAGER
33.40652766,18.58597548,7.767916008,26.40034813,IC Role
30.70524429,23.04269249,8.751279061,25.24787143,IC Role
33.07593312,21.52266557,8.454475797,36.11332365,IC Role
39.91924884,24.17878816,8.512560368,31.73669951,IC Role
28.04661535,18.61074955,6.135195694,27.13349572,MANAGER
32.91069331,31.42069869,6.912893038,34.10546558,MANAGER
29.84694286,28.57002646,8.020935574,33.54497883,MANAGER
20.77266826,33.2098274,6.139016775,27.14420741,MANAGER
37.74783023,36.08375995,8.742549267,19.72051161,IC Role
35.35189716,26.44422642,9.124442538,17.90933549,IC Role
21.62606273,18.94622205,6.989674959,28.26582342,IC Role
25.52359668,29.69912104,6.033441564,31.22755496,IC Role
28.96611987,28.04787063,7.48754933,36.00184321,IC Role
26.18422583,37.21186259,7.322657091,21.43197225,IC Role
31.39083459,28.1370423,6.845243243,24.10778041,IC Role
24.96831262,27.13658369,6.096988837,30.82236053,IC Role
31.88463927,32.33562433,6.499296125,20.92272035,IC Role
36.99920985,42.1044097,7.40505005,31.69606719,IC Role
32.11750622,35.00507759,6.88705295,26.88925019,IC Role
42.06812192,36.9569827,8.092346062,37.13676928,IC Role
34.36664989,25.61348079,8.363086223,28.69558506,IC Role
32.50044855,24.45626168,6.010696087,33.71434111,IC Role
29.74295075,29.07146469,6.339944626,32.4670577,IC Role
21.18984582,30.35220001,7.592473663,31.21644857,IC Role
29.14274344,26.10550339,7.738894117,21.69293404,IC Role
30.74070944,24.21676558,7.514581053,31.28853593,IC Role
31.37606292,29.65158091,5.086303891,21.76612764,IC Role
29.27496757,23.86197158,7.322011787,28.25688425,IC Role
29.79592648,23.9435596,7.279866177,25.08123818,IC Role
42.63456262,26.78025307,8.786126284,32.50007012,IC Role
40.1615624,23.1484417,6.628538302,23.15771142,IC Role
39.6190145,25.32483662,6.918476632,30.07998078,IC Role
26.99927181,26.34247549,8.367245249,29.75828883,IC Role
30.94096103,33.09713531,9.219292054,33.4876178,IC Role
29.29777002,30.5628198,7.875478277,24.75073539,IC Role
31.02105319,25.89648555,8.537281492,33.86592232,IC Role
25.89339196,32.16786149,8.470144894,39.71999488,IC Role
35.22460231,25.59347627,9.167702789,25.82288666,IC Role
31.60446408,26.6820796,9.527530814,32.50438567,IC Role
17.8540324,25.65453269,8.577461034,30.04016991,IC Role
24.85737673,36.256084,6.228601524,34.47922531,MANAGER
25.30458801,27.13975479,6.617914166,35.92297711,MANAGER
35.92571217,21.41464024,8.417241993,26.25228273,MANAGER
31.84091381,35.49253234,6.759812577,30.20665698,MANAGER
34.41769033,22.36069505,7.328225575,19.97766206,MANAGER
40.56073371,20.32400469,9.001792207,27.53137461,MANAGER
24.82842077,12.72969732,6.816634343,21.17702827,MANAGER
37.11833078,17.16148646,8.694248074,30.66119494,MANAGER
31.30820752,30.93455151,5.614488993,18.69299265,MANAGER
31.75315917,34.15360101,7.259364584,29.88610855,MANAGER
33.59897158,22.99773034,6.387602189,31.44550969,MANAGER
43.10895574,29.78548065,6.919985589,25.07869019,MANAGER
19.84995215,24.73035059,6.208320737,22.62000404,MANAGER
25.08600785,14.34152176,7.421936071,35.08638042,MANAGER
34.56381995,18.56924326,7.958588513,35.6173582,MANAGER
33.35847323,16.4787715,8.195859633,27.04810129,MANAGER
24.94532431,25.90933641,8.828828685,27.30242169,MANAGER
19.89496859,13.76657122,7.925494262,29.12951031,MANAGER
11.4856423,26.54277805,9.476198588,23.32373954,MANAGER
20.65932026,20.73327664,5.912940536,31.04711129,MANAGER
26.00443054,30.62358041,7.430260044,28.66077908,MANAGER
29.27441506,30.61942811,8.51242393,22.47738978,MANAGER
26.58317599,24.34377965,8.837409881,26.2653461,MANAGER
27.22247758,26.68773375,8.009820127,32.21904939,MANAGER
30.90563289,29.10875635,4.5667461,32.12637235,IC Role
28.6838138,31.14589569,7.589207872,26.11589934,IC Role
34.42563,23.95245021,5.493174434,30.1517948,IC Role
40.46240528,35.54252643,5.236634584,28.58069151,IC Role
31.67619092,23.55796319,6.291948755,31.85267224,IC Role
32.14583551,19.64315552,9.808860047,24.97586044,IC Role
27.21158449,28.14250607,8.911088571,32.46450715,IC Role
27.6056989,26.30353144,6.773866949,23.20241024,IC Role
27.18168986,26.07172634,6.893163122,35.14186154,IC Role
37.25049652,25.95887067,6.26371504,26.45841372,IC Role
35.73569608,23.78786148,7.185159585,21.35349266,IC Role
37.60916966,32.60087251,6.069342938,35.65184051,IC Role
19.79524573,38.04988444,8.402150499,33.57973039,IC Role
32.05082972,26.13879238,9.498010869,26.5087042,IC Role
34.25783863,19.43499201,7.086736523,23.74211745,IC Role
33.47674144,27.8854729,6.623011688,26.17893891,IC Role
33.12298015,21.21587486,8.030240133,34.46428989,IC Role
32.44891195,29.54681686,4.675680532,22.12021353,IC Role
37.53358956,26.40005857,8.81779584,28.47772776,IC Role
28.98369559,28.80239293,8.899672306,27.65121504,IC Role
35.2550195,17.81696132,6.70467242,36.61762215,IC Role
29.30935077,32.98207496,5.634637843,25.84621824,IC Role
21.75289549,25.82042717,6.289066313,24.6833097,IC Role
14.27984543,15.90258388,6.788650013,30.87853184,IC Role
18.17712377,25.62105773,5.066911161,24.13813439,IC Role
37.57521926,31.27402129,3.836727962,32.51861894,IC Role
37.69940392,32.22041095,3.670654403,19.99624868,IC Role
28.77223838,39.49684949,7.250088675,24.41988009,IC Role
27.41488425,32.47804668,6.703038511,28.75357606,IC Role
31.07502527,26.50117412,4.950893782,33.57014816,IC Role
24.73153681,38.05014728,7.116593935,34.23572578,IC Role
31.84884246,34.34829187,7.376263727,42.51036532,IC Role
27.95636767,30.38816833,5.797016864,20.69821565,IC Role
19.4469117,19.91399009,7.985030996,17.16335318,IC Role
16.42263128,14.27758214,7.077868365,30.46190605,IC Role
28.0237017,26.09309467,7.702743832,22.81127559,IC Role
34.44525895,22.70681063,8.041758995,27.87642327,IC Role
32.85171084,22.11131053,8.595007754,25.65322653,IC Role
30.87379952,21.48994664,8.972198637,27.43128442,IC Role
40.5105654,22.11083864,8.008526243,38.6079748,IC Role
39.30252864,31.72794834,5.234374999,27.55879764,IC Role
26.81812945,28.38377171,8.217673133,22.96371678,IC Role
36.27413353,25.55272823,7.897009857,40.11463252,MANAGER
34.25730805,13.45631012,7.925945399,33.44458324,MANAGER
10.97065124,22.26855733,7.642095536,28.42758389,MANAGER
37.47167114,22.69641517,9.748504749,21.94346859,MANAGER
34.98892673,25.36016055,7.645328373,29.73944691,IC Role
30.12865902,17.56637758,5.99847026,33.26100749,IC Role
26.01646316,27.94341283,7.889660003,30.98003504,IC Role
15.64759658,35.50182247,6.245384486,37.3450624,IC Role
24.48886373,28.20143645,2.371427969,28.05695517,IC Role
18.35498178,20.34144064,7.374555824,23.66008642,IC Role
17.11454629,22.97346915,8.837700922,22.98812117,IC Role
37.88688267,16.47940696,7.469721053,21.68922062,IC Role
27.35796092,34.16162433,7.404892951,24.33362841,MANAGER
26.5344923,36.65454542,5.357769165,21.29314735,MANAGER
25.38722297,29.1013014,9.460892932,24.20643057,MANAGER
14.49509152,36.47535363,8.613364194,24.52863205,MANAGER
30.96235861,30.16238479,7.514229928,32.67384677,IC Role
32.97069978,40.17532373,7.065431733,31.90028225,IC Role
24.82888125,29.78061898,10.63745826,37.68503266,IC Role
39.13954331,25.29098829,8.518163295,29.46927568,IC Role
31.4179859,9.247888612,7.014214682,26.19082758,IC Role
37.56872618,22.61004165,9.600322411,30.39498896,IC Role
32.60427885,15.30795632,6.342476628,19.91945148,IC Role
19.70409694,22.09612151,6.2565145,26.17784119,MANAGER
30.53479827,28.70828904,5.155267703,38.80853533,MANAGER
20.37029992,19.17983881,5.797235117,30.81139593,MANAGER
22.23497539,17.87737479,6.490455026,31.97108128,MANAGER
25.03990713,34.29426657,9.280573033,38.72017643,IC Role
26.73891932,16.35925396,7.934390953,36.89840749,IC Role
30.7383459,24.16888646,6.812755343,20.55512213,IC Role
33.76094644,21.39008268,7.152002069,31.74405422,IC Role
28.66534082,30.19463245,6.237519043,35.27628989,MANAGER
35.88204257,23.11912657,6.40003409,33.30910798,MANAGER
24.84560429,27.42132629,5.939738036,25.33482154,MANAGER
24.62181361,28.56645327,6.209316994,30.32353373,MANAGER
30.08696634,22.94297439,6.895826179,17.75654064,IC Role
34.74371989,15.18636813,8.346688649,34.21734106,IC Role
33.74318029,25.85780684,8.036186691,30.91124407,IC Role
42.83269553,31.68015016,8.83728051,26.04637218,IC Role
21.3918109,19.82288094,5.971380066,27.61591715,IC Role
27.58103625,21.37308136,7.285454861,24.52891883,IC Role
23.13922214,26.2049243,4.969676639,23.64665476,IC Role
30.27446675,17.7895246,6.773890838,19.53765213,IC Role
29.04685352,18.56711267,6.531656873,32.93683387,IC Role
29.97641575,29.04870295,8.116910319,34.16877442,IC Role
27.49712657,35.93509652,6.762760507,30.10084778,IC Role
28.91035699,25.26964993,8.109010522,34.9797775,IC Role
25.57331292,25.46000278,6.484288313,35.31706671,IC Role
30.60254029,10.92433298,6.14066408,42.17093903,IC Role
21.91487343,34.55380451,6.387562778,36.07588285,IC Role
27.92036605,25.9100563,6.553138627,27.2103937,IC Role
42.42418695,35.56781035,9.276618342,33.77298513,IC Role
24.6733053,30.69635501,7.950303084,38.69106581,IC Role
26.06930873,37.62781763,11.08781732,36.47713283,IC Role
21.20204484,29.24043087,8.118473942,29.51438413,IC Role
27.04679813,29.3261407,7.187705749,18.52059038,IC Role
32.56091398,32.63436689,8.623152228,33.25523125,IC Role
34.48075546,30.96781017,7.400561264,26.53536419,IC Role
32.66780629,27.19652796,6.383267887,23.19888115,IC Role
31.88754416,41.0995954,5.455928728,32.01261289,IC Role
34.3489662,27.04727186,8.403426769,30.46530665,IC Role
35.34470941,26.05921901,9.750576831,35.4644332,IC Role
31.787317,29.52576092,8.58540366,33.31638944,IC Role
23.78716305,27.54969594,8.746869644,35.6754782,MANAGER
35.08024038,23.96353605,6.936311748,22.87091186,MANAGER
22.10420046,37.33926653,6.411372341,36.06506956,IC Role
23.59211134,29.37520303,6.998427548,38.05386535,IC Role
16.13242998,43.70851432,6.314599057,33.47380496,MANAGER
27.40619491,21.17827799,6.916393069,21.72892973,MANAGER
33.26692793,27.45478588,5.08784875,34.80108615,MANAGER
29.03417175,28.77172528,6.032662757,36.44314325,MANAGER
30.65439267,25.58798221,6.828640777,36.76949671,IC Role
34.68872815,34.39457408,7.125208502,36.22454158,IC Role
23.92087631,29.8592909,7.27462242,32.514071,IC Role
31.67453156,26.98778776,6.709405309,32.68408371,MANAGER
27.48462587,12.01615907,6.069951498,29.87380593,MANAGER
23.07818667,11.24280513,8.410451878,29.84801618,MANAGER
25.81359965,14.43633347,7.757133893,35.6357359,MANAGER
36.28994174,21.59194309,6.775921248,23.24092148,MANAGER
28.47274386,24.50756119,5.685618005,31.6886149,MANAGER
35.76190856,10.44864773,7.245635024,23.18442889,MANAGER
32.51304704,20.84049642,6.528193203,24.39840047,MANAGER
20.74689176,31.397206,6.975946552,29.52022368,MANAGER
23.90513712,24.71984517,4.697629268,30.92123681,MANAGER
27.56481262,16.76665344,9.158033434,24.40177095,MANAGER
27.06293646,17.62060404,5.811691947,29.52030582,MANAGER
32.79622044,33.44407644,7.755202756,25.34986911,MANAGER
31.05735153,16.07353174,11.17234608,25.90182197,MANAGER
,17.71366547,6.625806154,26.91506767,MANAGER
38.79645574,19.82661603,8.055379898,35.13496288,MANAGER
38.87612803,16.89434729,10.15472352,23.55617642,IC Role
31.02584789,26.06512407,10.02768788,25.16858994,IC Role
33.12849936,12.1133275,9.437111236,34.44860794,IC Role
30.53980612,31.70901285,8.3711497,35.84538541,IC Role
30.31114374,21.67876609,7.115129419,29.10140393,IC Role
29.92822973,26.90239886,5.33028195,24.11896175,IC Role
31.13749949,17.68492805,7.051128548,28.92282385,IC Role
18.71237868,35.23977885,7.357749532,25.79265415,IC Role
26.36986956,14.92571364,8.100136185,23.04117152,IC Role
28.25876267,10.76552934,6.169763227,14.12436903,IC Role
31.04840365,23.97017691,5.746823404,18.78656284,IC Role
32.2561825,12.59382209,5.937982831,17.18031332,IC Role
35.92626522,31.30987003,9.981828012,26.96296546,IC Role
33.09983992,18.01851229,7.272751675,29.66882265,IC Role
39.02127954,24.03971404,9.945303367,29.63429441,IC Role
26.27346991,24.26509018,8.679742622,25.50859667,IC Role
29.87953931,23.3240346,5.664007881,23.19139641,IC Role
26.19557685,28.65394598,8.19819822,29.67067176,IC Role
42.79955442,27.75420029,5.790088126,32.13734603,IC Role
28.454257,29.34279983,6.281932713,32.07433904,MANAGER
31.46673419,31.66557657,7.531671775,42.68311227,MANAGER
32.82717586,22.34306237,7.046834837,21.53917475,MANAGER
32.54212991,17.43793979,6.419470933,20.43835229,MANAGER
32.06830926,14.48690012,5.752638978,31.37092381,IC Role
26.38552051,15.39336702,7.905158512,24.94143813,IC Role
22.73881786,14.11302064,3.759624207,24.39479575,IC Role
35.51506731,17.31035963,7.368006776,21.21453691,IC Role
35.05230907,16.67756064,8.346029966,31.17857531,IC Role
26.07414782,21.62325966,8.209446671,23.17423349,IC Role
31.36938076,28.54170065,9.65849355,21.71258657,IC Role
33.51001378,20.90473856,4.905637392,28.96199752,IC Role
27.68305445,35.27291734,8.744686934,29.02809905,IC Role
29.17215453,18.39985174,7.174170941,32.10594746,IC Role
28.00272712,13.36879919,6.286158053,27.89677945,IC Role
31.44903243,28.0820747,9.334870817,30.93744038,IC Role
31.21748042,38.0660546,6.018614815,23.24963527,IC Role
38.12321831,33.284481,6.550508678,34.53078929,IC Role
32.02516728,29.96401675,7.46236261,21.87149784,IC Role
26.73959377,20.03356746,8.43274118,23.06877552,IC Role
41.12013438,29.6134612,7.303389854,27.77172953,IC Role
27.38838009,26.84382929,6.773941777,34.74732258,MANAGER
37.39773583,13.80598273,7.126924217,34.48137613,MANAGER
35.47344387,22.72143188,5.341762119,18.99407358,MANAGER
30.84170191,30.47496534,4.256835935,31.25199599,MANAGER
32.0827021,23.77109094,5.949233473,36.43021424,IC Role
21.47912091,16.37149431,8.213291472,30.71663138,IC Role
24.5464791,26.38384154,4.382558906,19.45211706,IC Role
28.65271203,28.38906843,8.167288546,24.882369,IC Role
27.43334801,35.52256796,7.212860671,35.96777948,IC Role
31.01570144,19.98784849,9.293734949,35.98319466,IC Role
34.87355301,29.29332864,8.456562761,22.93497214,IC Role
36.80783799,24.39731972,9.707764959,28.57000024,IC Role
15.71467491,25.15287621,5.313716665,28.07518794,IC Role
22.00016626,22.03060902,8.794305241,27.0870094,IC Role
26.90910881,17.73761917,9.471610793,30.19324306,IC Role
22.04074708,15.07421374,6.821528775,29.36787672,IC Role
29.1132792,28.51895886,6.780225912,21.10959607,IC Role
30.9973394,32.07769752,9.107098199,19.60249535,IC Role
32.29689538,28.88013899,7.625399274,17.6961208,IC Role
28.66091174,23.13569706,9.629622556,23.90887055,IC Role
15.98143805,22.61806886,6.953418532,28.58434328,IC Role
28.90417226,24.51291137,4.850063276,13.89442047,IC Role
36.7572852,26.85112618,7.359389592,26.79237556,IC Role
35.07821945,23.25577018,5.631842476,32.97239805,IC Role
40.46593184,27.45587504,5.321719378,27.0417413,IC Role
19.6632342,29.44717837,7.325785282,36.75007335,IC Role
31.55353674,36.37674692,7.099500608,41.11387533,IC Role
18.29376876,42.0648901,8.800233535,30.93201406,IC Role
26.24044618,36.88067757,7.126533131,41.58365633,IC Role
28.02799049,16.68875224,8.296207796,28.99132024,IC Role
32.3092603,18.24184904,6.040694316,27.60648721,IC Role
33.61725151,18.19195714,7.844526355,20.97718784,IC Role
21.65177027,15.43317062,5.549683127,33.62893735,MANAGER
34.18503082,30.69394322,7.204379455,28.13897072,MANAGER
17.47921962,26.84853909,8.173196536,23.61890254,MANAGER
20.69193092,19.21701928,6.429764584,22.76078819,MANAGER
29.91456384,23.0555642,8.532306623,27.36145402,IC Role
28.32701715,24.12928825,4.578354549,29.17475609,IC Role
32.54341267,31.05458472,6.431310276,24.4646924,IC Role
25.36490292,31.19209697,7.216867753,25.9361706,IC Role
39.76639123,42.02777123,8.535660576,25.54241701,IC Role
22.15428723,22.44120961,10.4437812,28.70607686,IC Role
,41.81299503,8.048105109,29.3942644,MANAGER
28.70938183,23.59656168,9.22123521,29.30000464,MANAGER
21.74263612,28.83267091,7.657563755,25.47720206,MANAGER
25.92182722,26.68067268,7.994512788,27.78896764,MANAGER
31.14095533,33.71378191,8.309525964,31.04628289,MANAGER
36.23988167,20.2101166,6.722385547,27.26754386,MANAGER
27.56769706,25.56284371,6.298549912,31.82605726,MANAGER
38.83146078,26.47853757,6.218686168,35.41491448,MANAGER
28.13887256,15.80199548,6.79961987,11.38718485,IC Role
22.3449054,17.50415051,6.754977193,18.88534626,IC Role
20.72119164,29.44479539,8.685149267,28.83799135,IC Role
23.21537186,27.3432985,8.565688235,28.92003095,IC Role
37.14014481,41.70060083,6.383304338,24.58497027,IC Role
47.03180608,20.10452522,4.030365129,21.89639627,IC Role
16.91433247,21.96662219,7.280430771,27.02996434,IC Role
15.69280447,13.50092943,7.091475137,26.2324269,IC Role
35.91131391,21.77345353,5.649019275,13.02676595,IC Role
15.09758374,20.46338591,8.477136841,37.63568597,IC Role
27.77908526,16.45301927,7.726113722,20.48769374,IC Role
36.04133123,19.40283805,8.194916732,34.5206401,IC Role
26.14111353,31.88867171,4.480918227,28.0877346,IC Role
33.57326081,17.10170078,8.075662373,27.86204668,IC Role
30.84895414,28.03583321,10.53511357,28.06559236,IC Role
34.87129995,10.08350433,7.401971523,25.09218942,IC Role
32.18083336,31.59666857,7.717295678,32.77133595,MANAGER
32.51779903,27.0160981,9.254717769,34.06647203,MANAGER
